,Pokemon_A,Pokemon_B,Winner
9427,232,404,232
9428,240,326,326
9429,283,586,283
9430,91,473,473
9431,684,111,111
9432,168,556,556
9433,302,63,63
9434,677,495,677
9435,366,193,193
9436,134,176,134
9437,478,377,478
9438,500,559,559
9439,488,744,744
9440,44,713,44
9441,542,411,542
9442,333,482,333
9443,616,421,421
9444,203,16,16
9445,601,672,672
9446,238,273,273
9447,297,791,791
9448,265,96,265
9449,673,677,677
9450,125,263,263
9451,244,543,543
9452,174,270,270
9453,685,221,685
9454,300,656,300
9455,577,708,708
9456,44,89,44
9457,370,666,370
9458,76,547,547
9459,82,538,538
9460,249,256,249
9461,686,59,59
9462,630,744,630
9463,19,701,701
9464,214,234,234
9465,411,408,408
9466,698,669,698
9467,661,86,661
9468,751,796,751
9469,48,768,48
9470,711,167,711
9471,649,467,467
9472,520,144,520
9473,71,489,71
9474,105,622,622
9475,254,456,254
9476,11,767,11
9477,712,783,712
9478,434,640,434
9479,542,7,7
9480,260,131,131
9481,25,380,380
9482,697,574,574
9483,605,692,692
9484,370,734,370
9485,212,433,212
9486,751,458,458
9487,559,8,8
9488,792,474,792
9489,504,139,139
9490,231,452,452
9491,690,473,690
9492,482,745,745
9493,11,99,99
9494,531,224,531
9495,191,412,412
9496,138,738,138
9497,262,26,26
9498,218,111,111
9499,254,780,254
9500,52,24,24
9501,757,301,301
9502,406,626,626
9503,123,677,677
9504,96,546,546
9505,216,414,414
9506,236,504,236
9507,426,21,426
9508,357,236,357
9509,795,376,795
9510,325,361,361
9511,118,642,642
9512,757,137,137
9513,288,173,288
9514,487,279,279
9515,544,133,133
9516,20,169,20
9517,271,665,271
9518,651,151,651
9519,654,757,757
9520,425,397,425
9521,228,423,423
9522,392,781,392
9523,20,99,20
9524,16,168,16
9525,47,704,704
9526,416,98,416
9527,80,163,163
9528,129,199,129
9529,328,785,785
9530,617,645,645
9531,362,188,362
9532,566,336,336
9533,423,375,423
9534,32,345,32
9535,446,346,446
9536,314,582,314
9537,58,457,457
9538,568,560,568
9539,329,410,410
9540,94,734,94
9541,445,384,384
9542,727,637,727
9543,513,153,513
9544,508,203,508
9545,390,230,230
9546,61,553,553
9547,641,35,35
9548,754,686,686
9549,361,44,44
9550,272,293,272
9551,62,781,781
9552,608,423,608
9553,713,261,261
9554,628,352,628
9555,489,224,224
9556,247,416,247
9557,697,267,697
9558,262,444,444
9559,328,485,485
9560,241,365,365
9561,782,598,598
9562,120,594,594
9563,321,139,139
9564,544,187,544
9565,170,728,170
9566,468,626,468
9567,737,623,737
9568,92,600,600
9569,400,515,515
9570,254,77,254
9571,696,12,12
9572,173,711,711
9573,740,470,740
9574,626,86,626
9575,471,103,103
9576,64,191,64
9577,538,182,538
9578,411,741,741
9579,394,97,394
9580,78,340,340
9581,652,351,351
9582,108,155,155
9583,195,466,466
9584,86,690,690
9585,357,505,505
9586,421,777,421
9587,704,241,704
9588,417,83,417
9589,42,511,511
9590,648,245,648
9591,628,12,12
9592,193,72,72
9593,722,606,606
9594,136,223,136
9595,153,389,153
9596,664,544,544
9597,181,788,788
9598,773,745,745
9599,269,322,269
9600,731,231,731
9601,489,646,646
9602,697,791,697
9603,32,55,32
9604,168,756,756
9605,416,740,740
9606,668,750,750
9607,60,176,60
9608,421,595,421
9609,748,2,748
9610,384,192,192
9611,644,512,644
9612,205,647,205
9613,693,4,4
9614,26,455,26
9615,731,734,731
9616,236,693,693
9617,164,560,164
9618,33,48,48
9619,348,706,706
9620,202,559,202
9621,568,517,568
9622,770,125,125
9623,493,164,164
9624,334,58,58
9625,264,206,264
9626,252,105,252
9627,372,666,372
9628,609,715,715
9629,518,641,518
9630,220,727,727
9631,733,751,751
9632,261,395,261
9633,146,324,146
9634,111,275,275
9635,169,49,169
9636,757,319,319
9637,468,475,475
9638,406,144,406
9639,159,388,159
9640,495,248,248
9641,282,423,423
9642,285,97,97
9643,211,48,48
9644,651,658,651
9645,421,316,316
9646,464,648,648
9647,390,152,152
9648,523,377,377
9649,115,738,115
9650,152,492,152
9651,620,540,540
9652,454,283,283
9653,317,457,317
9654,278,476,476
9655,209,586,586
9656,516,189,516
9657,236,481,481
9658,283,359,359
9659,240,373,373
9660,750,717,717
9661,112,503,503
9662,791,425,425
9663,37,277,37
9664,432,266,432
9665,79,556,556
9666,86,682,682
9667,298,198,298
9668,637,307,307
9669,135,418,418
9670,659,734,659
9671,371,578,371
9672,434,149,149
9673,794,690,794
9674,257,46,257
9675,590,22,590
9676,250,745,745
9677,81,733,733
9678,323,145,145
9679,247,433,247
9680,661,744,744
9681,61,175,61
9682,73,518,518
9683,643,797,797
9684,95,758,758
9685,297,567,567
9686,257,415,257
9687,777,492,777
9688,575,73,575
9689,332,238,332
9690,631,634,634
9691,236,277,236
9692,557,153,557
9693,474,736,474
9694,239,80,80
9695,166,690,166
9696,560,452,560
9697,287,171,171
9698,642,743,642
9699,126,654,126
9700,296,267,296
9701,315,294,315
9702,557,393,557
9703,394,54,394
9704,380,689,380
9705,434,750,750
9706,356,497,497
9707,51,638,638
9708,15,4,4
9709,250,470,250
9710,118,131,131
9711,127,97,127
9712,94,553,553
9713,75,355,75
9714,288,516,288
9715,36,699,699
9716,696,136,136
9717,521,265,521
9718,251,279,279
9719,613,341,341
9720,586,465,586
9721,18,24,24
9722,796,172,172
9723,637,688,688
9724,731,2,731
9725,534,452,534
9726,19,578,19
9727,367,464,367
9728,724,392,724
9729,21,104,104
9730,332,365,365
9731,707,655,707
9732,399,409,409
9733,749,134,749
9734,369,603,603
9735,487,793,793
9736,163,72,72
9737,337,513,513
9738,98,345,345
9739,114,445,114
9740,209,38,209
9741,580,555,580
9742,604,411,604
9743,796,278,278
9744,776,9,9
9745,38,283,283
9746,721,570,570
9747,135,376,135
9748,465,558,465
9749,667,12,12
9750,142,51,142
9751,151,244,244
9752,537,345,537
9753,723,408,723
9754,196,180,180
9755,310,290,310
9756,639,584,639
9757,717,408,717
9758,423,322,423
9759,170,733,170
9760,370,11,370
9761,602,411,602
9762,459,180,180
9763,623,564,623
9764,303,687,687
9765,324,421,421
9766,250,700,700
9767,675,683,683
9768,576,49,576
9769,509,81,81
9770,311,310,311
9771,415,769,415
9772,301,320,301
9773,776,388,388
9774,27,729,729
9775,375,364,364
9776,542,163,163
9777,391,120,391
9778,614,462,614
9779,709,289,709
9780,773,500,773
9781,775,695,775
9782,488,526,526
9783,419,509,419
9784,499,615,499
9785,362,703,703
9786,760,306,306
9787,121,262,121
9788,477,167,477
9789,547,350,350
9790,449,761,449
9791,293,564,293
9792,1,567,567
9793,776,504,776
9794,730,662,730
9795,273,718,718
9796,666,781,781
9797,655,163,163
9798,478,741,478
9799,468,49,468
9800,485,64,64
9801,587,656,587
9802,199,520,520
9803,263,95,263
9804,467,335,467
9805,665,660,665
9806,383,711,711
9807,720,472,472
9808,478,676,478
9809,391,787,787
9810,155,321,155
9811,527,723,527
9812,4,783,4
9813,748,283,748
9814,688,452,452
9815,237,535,535
9816,694,15,694
9817,796,83,796
9818,133,515,133
9819,229,272,272
9820,230,88,230
9821,628,227,628
9822,175,561,175
9823,140,66,66
9824,263,711,263
9825,772,34,772
9826,307,758,307
9827,56,245,56
9828,515,749,749
9829,107,580,580
9830,471,438,438
9831,777,423,423
9832,404,631,631
9833,435,598,598
9834,86,669,669
9835,618,59,59
9836,789,161,161
9837,423,190,423
9838,99,256,99
9839,111,261,261
9840,327,563,563
9841,33,613,613
9842,332,116,116
9843,702,527,702
9844,120,148,148
9845,272,57,57
9846,414,614,414
9847,98,609,98
9848,177,479,177
9849,686,721,721
9850,399,238,238
9851,13,4,4
9852,680,389,680
9853,80,454,80
9854,590,290,590
9855,28,363,28
9856,66,476,476
9857,198,735,735
9858,563,658,658
9859,687,317,687
9860,744,228,228
9861,255,210,210
9862,688,147,688
9863,449,75,75
9864,129,182,129
9865,3,461,3
9866,744,554,554
9867,3,546,546
9868,774,9,9
9869,773,423,773
9870,532,496,496
9871,209,321,209
9872,625,77,77
9873,309,142,142
9874,714,680,714
9875,349,390,349
9876,580,397,397
9877,17,155,155
9878,210,378,378
9879,540,240,540
9880,609,497,497
9881,377,562,377
9882,10,250,250
9883,691,538,538
9884,33,639,33
9885,520,732,732
9886,283,257,257
9887,150,556,556
9888,526,100,526
9889,784,338,338
9890,301,399,301
9891,765,690,690
9892,106,250,250
9893,237,420,420
9894,219,779,219
9895,442,779,442
9896,42,148,148
9897,197,581,581
9898,691,44,44
9899,457,437,437
9900,208,586,208
9901,658,5,658
9902,146,774,146
9903,662,244,244
9904,652,134,134
9905,142,204,142
9906,668,54,54
9907,154,397,154
9908,133,292,133
9909,594,620,620
9910,481,643,481
9911,244,306,306
9912,311,744,311
9913,130,633,633
9914,522,79,522
9915,487,281,281
9916,300,391,300
9917,740,361,740
9918,466,495,495
9919,231,728,728
9920,123,320,320
9921,234,165,165
9922,79,790,790
9923,413,110,413
9924,619,635,635
9925,637,628,628
9926,167,601,167
9927,566,120,566
9928,796,652,796
9929,495,227,495
9930,357,566,357
9931,97,193,193
9932,474,661,474
9933,598,395,598
9934,785,673,785
9935,786,330,786
9936,650,682,682
9937,76,750,76
9938,301,580,301
9939,53,659,53
9940,379,698,698
9941,120,45,120
9942,211,319,319
9943,321,200,200
9944,711,230,711
9945,332,93,93
9946,459,258,258
9947,232,655,232
9948,239,317,239
9949,358,17,358
9950,521,622,521
9951,267,157,157
9952,184,497,184
9953,232,470,232
9954,657,326,326
9955,31,621,31
9956,75,261,261
9957,96,441,441
9958,554,490,554
9959,72,392,72
9960,405,77,77
9961,341,413,341
9962,658,42,658
9963,308,4,4
9964,19,40,40
9965,271,527,271
9966,317,519,519
9967,774,798,798
9968,509,551,551
9969,608,145,608
9970,534,123,534
9971,310,551,551
9972,475,530,475
9973,212,145,212
9974,752,112,752
9975,626,432,432
9976,332,794,794
9977,224,734,224
9978,277,356,277
9979,418,110,110
9980,732,188,732
9981,84,617,84
9982,429,175,429
9983,295,177,177
9984,194,336,336
9985,119,296,296
9986,644,107,107
9987,242,231,242
9988,358,777,777
9989,154,761,154
9990,743,347,347
9991,650,635,635
9992,503,210,503
9993,86,64,86
9994,194,604,604
9995,216,498,498
9996,113,404,404
9997,493,104,493
9998,643,259,643
9999,678,531,531
